trial,order_position,sample_index,sample_id,frame_count,video_total_frames,selected_frame_positions,unique_selected_frame_positions,decode_ms,processor_ms,host_to_device_ms,qwen_backbone_ms,pool_and_linear_ms,total_raw_video_to_scalar_ms,sequence_length
1,1,1,Tune-A-Video/A tennis player elegantly slid on the grass court.mp4,49,24,"[2,3,3,3,4,4,5,5,5,6,6,7,7,7,8,8,8,9,9,10,10,10,11,11,12,12,12,13,13,13,14,14,15,15,15,16,16,16,17,17,18,18,18,19,19,20,20,20,21,21]",20,487.9956180229783,127.32559908181429,20.334277069196105,253.01487697288394,0.23046694695949554,888.9117517974228,5138
1,1,2,VideoCrafter/Children dig sandcastles on the beach.mp4,49,16,"[2,2,2,2,3,3,3,3,4,4,4,4,5,5,5,5,6,6,6,6,6,7,7,7,8,8,8,8,9,9,9,9,10,10,10,10,10,11,11,11,12,12,12,12,12,13,13,13,14,14]",13,1548.7017610576004,111.69546796008945,20.230559865012765,252.87369801662862,0.22524013184010983,1933.7388230487704,5138
1,1,3,video_fusion/A purple bellflower opens in the sunlight.mp4,49,16,"[2,2,2,2,3,3,3,3,4,4,4,4,5,5,5,5,6,6,6,6,6,7,7,7,8,8,8,8,9,9,9,9,10,10,10,10,10,11,11,11,12,12,12,12,12,13,13,13,14,14]",13,83.24532420374453,95.66357196308672,20.76172991655767,252.99579207785428,0.23169792257249355,452.90797716006637,5138
1,1,4,Tune-A-Video/Children dig sandcastles on the beach.mp4,49,24,"[2,3,3,3,4,4,5,5,5,6,6,7,7,7,8,8,8,9,9,10,10,10,11,11,12,12,12,13,13,13,14,14,15,15,15,16,16,16,17,17,18,18,18,19,19,20,20,20,21,21]",20,1070.098069962114,109.31857698597014,20.13835497200489,252.9249789658934,0.24574995040893555,1452.7380070649087,5138
1,1,5,"Tune-A-Video/A baseball player swung the bat, preparing for a home run.mp4",49,24,"[2,3,3,3,4,4,5,5,5,6,6,7,7,7,8,8,8,9,9,10,10,10,11,11,12,12,12,13,13,13,14,14,15,15,15,16,16,16,17,17,18,18,18,19,19,20,20,20,21,21]",20,254.67952899634838,92.81543805263937,20.081097958609462,252.9571601189673,0.22994796745479107,620.7756299991161,5138
1,1,6,video_fusion/Students enjoy tasty sandwiches in the cafeteria.mp4,49,16,"[2,2,2,2,3,3,3,3,4,4,4,4,5,5,5,5,6,6,6,6,6,7,7,7,8,8,8,8,9,9,9,9,10,10,10,10,10,11,11,11,12,12,12,12,12,13,13,13,14,14]",13,81.77497307769954,109.01664895936847,20.421329885721207,252.86816502921283,0.23325299844145775,464.32515303604305,5138
1,1,7,Tune-A-Video/A salad is sprinkled with nuts and fruits.mp4,49,24,"[2,3,3,3,4,4,5,5,5,6,6,7,7,7,8,8,8,9,9,10,10,10,11,11,12,12,12,13,13,13,14,14,15,15,15,16,16,16,17,17,18,18,18,19,19,20,20,20,21,21]",20,1657.726511824876,106.17837402969599,19.869101932272315,252.81574297696352,0.22918288595974445,2036.8317260872573,5138
1,1,8,video_fusion/Visitors get information at the park's visitor center.mp4,49,16,"[2,2,2,2,3,3,3,3,4,4,4,4,5,5,5,5,6,6,6,6,6,7,7,7,8,8,8,8,9,9,9,9,10,10,10,10,10,11,11,11,12,12,12,12,12,13,13,13,14,14]",13,73.21958802640438,82.52469100989401,19.811292877420783,252.97633092850447,0.23965397849678993,428.78391593694687,5138
1,1,9,video_fusion/A group of villagers wash clothes by the stream.mp4,49,16,"[2,2,2,2,3,3,3,3,4,4,4,4,5,5,5,5,6,6,6,6,6,7,7,7,8,8,8,8,9,9,9,9,10,10,10,10,10,11,11,11,12,12,12,12,12,13,13,13,14,14]",13,78.43324495479465,88.43766618520021,20.166718866676092,252.99085397273302,0.24001393467187881,440.2797769289464,5138
1,1,10,Tune-A-Video/An explorer searches for adventure in the forest.mp4,49,24,"[2,3,3,3,4,4,5,5,5,6,6,7,7,7,8,8,8,9,9,10,10,10,11,11,12,12,12,13,13,13,14,14,15,15,15,16,16,16,17,17,18,18,18,19,19,20,20,20,21,21]",20,207.98126515001059,85.50568809732795,20.38862695917487,253.152224002406,0.23990892805159092,567.2785800416023,5138
1,1,11,Tune-A-Video/A piece of cheesecake is covered with blueberry sauce.mp4,49,24,"[2,3,3,3,4,4,5,5,5,6,6,7,7,7,8,8,8,9,9,10,10,10,11,11,12,12,12,13,13,13,14,14,15,15,15,16,16,16,17,17,18,18,18,19,19,20,20,20,21,21]",20,338.45734409987926,94.59734079428017,20.35322692245245,252.9446561820805,0.2277230378240347,706.5913688857108,5138
1,1,12,Text2Video-Zero/The rural stream serves as the water source for villagers.mp4,49,36,"[4,4,5,5,6,6,7,8,8,9,9,10,11,11,12,12,13,13,14,15,15,16,16,17,18,18,19,19,20,20,21,22,22,23,23,24,24,25,26,26,27,27,28,29,29,30,30,31,32,32]",29,2746.058797929436,112.6215448603034,20.736201899126172,252.87903496064246,0.22583594545722008,3132.5327770318836,5138
1,1,13,Gen-2/An orchid blooms with deep purple flowers.mp4,49,96,"[10,11,13,14,16,17,19,21,22,24,25,27,29,30,32,33,35,36,38,40,41,43,44,46,48,49,51,52,54,55,57,59,60,62,63,65,66,68,70,71,73,74,76,78,79,81,82,84,86,86]",49,1715.7500758767128,110.39141402579844,20.41072607971728,253.06338001973927,0.24902005679905415,2099.876702995971,5138
1,1,14,Gen-2/Vendors at the market display fresh fruits and vegetables.mp4,49,96,"[10,11,13,14,16,17,19,21,22,24,25,27,29,30,32,33,35,36,38,40,41,43,44,46,48,49,51,52,54,55,57,59,60,62,63,65,66,68,70,71,73,74,76,78,79,81,82,84,86,86]",49,2888.6514799669385,124.92570001631975,20.769482012838125,252.97617190517485,0.24041603319346905,3287.5752081163228,5138
1,1,15,Hotshot-XL/A peony blooms with snow-white petals.mp4,49,8,"[1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6]",6,201.71604794450104,88.6743909213692,20.2627070248127,252.88024102337658,0.5552158690989017,564.1008361708373,5138
1,1,16,"Hotshot-XL/The campus has colorful gardens, full of vitality.mp4",49,8,"[1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6]",6,719.2956190556288,100.94731906428933,20.123363006860018,252.95611284673214,0.23071910254657269,1093.5664060525596,5138
1,1,17,VideoCrafter/A family goes to the movies on the weekend.mp4,49,16,"[2,2,2,2,3,3,3,3,4,4,4,4,5,5,5,5,6,6,6,6,6,7,7,7,8,8,8,8,9,9,9,9,10,10,10,10,10,11,11,11,12,12,12,12,12,13,13,13,14,14]",13,926.1908049229532,142.5491739064455,20.13844414614141,252.80664209276438,0.24032988585531712,1341.9368509203196,5138
1,1,18,"Hotshot-XL/Students enjoy their time on campus, full of youthful energy.mp4",49,8,"[1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6]",6,514.3617989961058,119.59347710944712,20.735594909638166,253.03554604761302,0.23048394359648228,907.9688880592585,5138
1,1,19,VideoCrafter/A bowl of rich French onion soup emanates an enticing aroma.mp4,49,16,"[2,2,2,2,3,3,3,3,4,4,4,4,5,5,5,5,6,6,6,6,6,7,7,7,8,8,8,8,9,9,9,9,10,10,10,10,10,11,11,11,12,12,12,12,12,13,13,13,14,14]",13,1107.6184990815818,92.4281319603324,20.475309109315276,253.28662688843906,0.2444928977638483,1474.0671401377767,5138
1,1,20,Hotshot-XL/A butterfly gracefully dances among the flowers.mp4,49,8,"[1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6]",6,472.2312209196389,99.05727882869542,20.46232600696385,253.12751298770308,0.2450940664857626,845.135719049722,5138
1,1,21,Hotshot-XL/A sausage is grilled slightly crispy on the barbecue.mp4,49,8,"[1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6]",6,497.02161201275885,101.39744495972991,20.250792847946286,252.99561489373446,0.24472014047205448,871.9217560719699,5138
1,1,22,"VideoCrafter/In front of a farmhouse, there is a swing.mp4",49,16,"[2,2,2,2,3,3,3,3,4,4,4,4,5,5,5,5,6,6,6,6,6,7,7,7,8,8,8,8,9,9,9,9,10,10,10,10,10,11,11,11,12,12,12,12,12,13,13,13,14,14]",13,1169.2334818653762,106.24366695992649,20.86120890453458,253.0954850371927,0.2358909696340561,1549.6833641082048,5138
1,1,23,Tune-A-Video/There's a drum and guitar in the music classroom.mp4,49,24,"[2,3,3,3,4,4,5,5,5,6,6,7,7,7,8,8,8,9,9,10,10,10,11,11,12,12,12,13,13,13,14,14,15,15,15,16,16,16,17,17,18,18,18,19,19,20,20,20,21,21]",20,229.87744701094925,87.23724097944796,20.717113045975566,252.90852203033864,0.2317330799996853,590.9840120002627,5138
1,1,24,Hotshot-XL/An adorable little cat is napping on the windowsill.mp4,49,8,"[1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6]",6,359.9218169692904,104.22354401089251,20.016616908833385,256.24461891129613,0.22945902310311794,740.6480179633945,5138
1,1,25,Text2Video-Zero/An orchid blooms with deep purple flowers.mp4,49,36,"[4,4,5,5,6,6,7,8,8,9,9,10,11,11,12,12,13,13,14,15,15,16,16,17,18,18,19,19,20,20,21,22,22,23,23,24,24,25,26,26,27,27,28,29,29,30,30,31,32,32]",29,804.8788229934871,130.19230915233493,19.749097991734743,253.32484696991742,0.24542491883039474,1208.403053926304,5138
1,1,26,Hotshot-XL/An explorer searches for adventure in the forest.mp4,49,8,"[1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6]",6,656.8895329255611,105.01791001297534,19.393132999539375,252.9887289274484,0.23629004135727882,1034.5376450568438,5138
1,1,27,Hotshot-XL/The leaves of a purple-leaf plum tree turn deep purple.mp4,49,8,"[1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6]",6,567.2466917894781,102.51576104201376,19.86584789119661,253.26400087215006,0.25097886100411415,943.1549850851297,5138
