trial,order_position,sample_index,sample_id,frame_count,video_total_frames,selected_frame_positions,unique_selected_frame_positions,decode_ms,processor_ms,host_to_device_ms,qwen_backbone_ms,pool_and_linear_ms,total_raw_video_to_scalar_ms,sequence_length
1,1,1,Tune-A-Video/A tennis player elegantly slid on the grass court.mp4,36,24,"[2,3,3,4,4,5,5,6,7,7,8,8,9,9,10,10,11,11,12,12,13,13,14,14,15,15,16,16,17,18,18,19,19,20,20,21]",20,341.62970702163875,89.79089185595512,20.20020200870931,187.74902215227485,0.33488613553345203,639.7353271022439,3710
1,1,2,VideoCrafter/Children dig sandcastles on the beach.mp4,36,16,"[2,2,2,3,3,3,4,4,4,5,5,5,6,6,6,7,7,7,8,8,8,9,9,9,10,10,10,11,11,11,12,12,12,13,13,14]",13,1116.5031539276242,71.59578218124807,14.404874062165618,184.79709792882204,0.26566581800580025,1387.5779851805419,3710
1,1,3,video_fusion/A purple bellflower opens in the sunlight.mp4,36,16,"[2,2,2,3,3,3,4,4,4,5,5,5,6,6,6,7,7,7,8,8,8,9,9,9,10,10,10,11,11,11,12,12,12,13,13,14]",13,55.49476598389447,56.46878411062062,14.371635159477592,183.55072406120598,0.27851411141455173,310.1738169789314,3710
1,1,4,Tune-A-Video/Children dig sandcastles on the beach.mp4,36,24,"[2,3,3,4,4,5,5,6,7,7,8,8,9,9,10,10,11,11,12,12,13,13,14,14,15,15,16,16,17,18,18,19,19,20,20,21]",20,724.9364771414548,100.75313993729651,14.455066062510014,183.96624806337059,0.25752303190529346,1024.3793728295714,3710
1,1,5,"Tune-A-Video/A baseball player swung the bat, preparing for a home run.mp4",36,24,"[2,3,3,4,4,5,5,6,7,7,8,8,9,9,10,10,11,11,12,12,13,13,14,14,15,15,16,16,17,18,18,19,19,20,20,21]",20,174.81422680430114,69.58381994627416,14.35295189730823,183.53535304777324,0.239828834310174,442.54167401231825,3710
1,1,6,video_fusion/Students enjoy tasty sandwiches in the cafeteria.mp4,36,16,"[2,2,2,3,3,3,4,4,4,5,5,5,6,6,6,7,7,7,8,8,8,9,9,9,10,10,10,11,11,11,12,12,12,13,13,14]",13,50.107619957998395,70.38095989264548,14.379855012521148,183.57983394525945,0.23988098837435246,318.6985198408365,3710
1,1,7,Tune-A-Video/A salad is sprinkled with nuts and fruits.mp4,36,24,"[2,3,3,4,4,5,5,6,7,7,8,8,9,9,10,10,11,11,12,12,13,13,14,14,15,15,16,16,17,18,18,19,19,20,20,21]",20,1235.8100009150803,101.10177705064416,14.327178010717034,183.85678506456316,0.26553915813565254,1535.3731350041926,3710
1,1,8,video_fusion/Visitors get information at the park's visitor center.mp4,36,16,"[2,2,2,3,3,3,4,4,4,5,5,5,6,6,6,7,7,7,8,8,8,9,9,9,10,10,10,11,11,11,12,12,12,13,13,14]",13,55.28025794774294,68.05175798945129,14.103102963417768,183.80498886108398,0.25211204774677753,321.50141382589936,3710
1,1,9,video_fusion/A group of villagers wash clothes by the stream.mp4,36,16,"[2,2,2,3,3,3,4,4,4,5,5,5,6,6,6,7,7,7,8,8,8,9,9,9,10,10,10,11,11,11,12,12,12,13,13,14]",13,57.80328810214996,67.15759309008718,14.073016121983528,183.76216804608703,0.2546459436416626,323.0612629558891,3710
1,1,10,Tune-A-Video/An explorer searches for adventure in the forest.mp4,36,24,"[2,3,3,4,4,5,5,6,7,7,8,8,9,9,10,10,11,11,12,12,13,13,14,14,15,15,16,16,17,18,18,19,19,20,20,21]",20,153.27930287458003,73.41542304493487,14.303304022178054,183.5537850856781,0.2375438343733549,424.8049040324986,3710
1,1,11,Tune-A-Video/A piece of cheesecake is covered with blueberry sauce.mp4,36,24,"[2,3,3,4,4,5,5,6,7,7,8,8,9,9,10,10,11,11,12,12,13,13,14,14,15,15,16,16,17,18,18,19,19,20,20,21]",20,236.01426207460463,74.06782708130777,14.373301062732935,183.66395798511803,0.23422087542712688,508.3635300397873,3710
1,1,12,Text2Video-Zero/The rural stream serves as the water source for villagers.mp4,36,36,"[4,4,5,6,7,8,8,9,10,11,12,12,13,14,15,16,16,17,18,19,20,20,21,22,23,23,24,25,26,27,28,28,29,30,31,32]",29,1948.7344799563289,92.72402711212635,13.964885845780373,183.76747705042362,0.32275798730552197,2239.5297109615058,3710
