dataset,method,epoch,stage,expert_rms_rad,global_rms_rad,expert_saturated_fraction,global_saturated_fraction,per_expert_rms_rad,expert_selection_counts,task_to_expert,task_to_lora_b,task_to_global
caltech,clip_vision_lora,12,optics,0.9619033932685852,0.18191944062709808,0.04221390560269356,0.0,"[[0.505702793598175, 0.25988730788230896, 0.5275213718414307, 0.2915361523628235], [0.30514752864837646, 0.3388481140136719, 1.8098949193954468, 1.7977384328842163]]","{""vision"": [1808, 1708, 2087, 1597], ""language"": [3600, 3600, 0, 0]}",1.6980913877487183,0.33634915947914124,
caltech,clip_vision_lora,13,joint,0.976315975189209,0.20614579319953918,0.033893194049596786,0.0,"[[0.4755690395832062, 0.26235586404800415, 0.5366182327270508, 0.2911152243614197], [0.30720505118370056, 0.33168458938598633, 1.8418246507644653, 1.833338737487793]]","{""vision"": [1875, 1571, 1996, 1758], ""language"": [3600, 3600, 0, 0]}",2.049931287765503,0.7047051191329956,
caltech,clip_vision_lora,14,joint,0.9503703713417053,0.23253139853477478,0.03328782692551613,0.0,"[[0.5535672903060913, 0.2527810335159302, 0.5425230860710144, 0.31735432147979736], [0.29792264103889465, 0.34945669770240784, 1.769370436668396, 1.7659845352172852]]","{""vision"": [2107, 1528, 2113, 1452], ""language"": [3600, 3600, 0, 0]}",0.901361346244812,0.13150106370449066,
caltech,clip_vision_lora,15,joint,0.9604252576828003,0.2528511881828308,0.03497688099741936,0.0,"[[0.543426513671875, 0.25225502252578735, 0.5888620615005493, 0.3260398805141449], [0.29513099789619446, 0.3411584794521332, 1.782952070236206, 1.784633994102478]]","{""vision"": [1935, 1648, 1878, 1739], ""language"": [3600, 3600, 0, 0]}",1.274542212486267,0.37058621644973755,
caltech,clip_vision_lora,16,joint,0.9923359155654907,0.2722410261631012,0.026638731360435486,0.0,"[[0.590635359287262, 0.25674188137054443, 0.5465333461761475, 0.33875879645347595], [0.3032570481300354, 0.3445473611354828, 1.8463376760482788, 1.8520207405090332]]","{""vision"": [1988, 1538, 2078, 1596], ""language"": [3600, 3600, 0, 0]}",0.9551555514335632,0.12835758924484253,
caltech,clip_vision_lora,17,joint,0.9915884733200073,0.28743720054626465,0.022680165246129036,0.0,"[[0.5596293210983276, 0.28074970841407776, 0.4761839509010315, 0.35793572664260864], [0.30649542808532715, 0.3413504958152771, 1.8562421798706055, 1.8609172105789185]]","{""vision"": [1761, 1763, 1754, 1922], ""language"": [3600, 3600, 0, 0]}",1.102673888206482,0.1263643205165863,
caltech,clip_vision_lora,18,joint,0.9694515466690063,0.30007654428482056,0.027617784217000008,0.0,"[[0.5437436103820801, 0.28155234456062317, 0.5336740612983704, 0.34570783376693726], [0.31256303191185, 0.3452085554599762, 1.8041490316390991, 1.8076565265655518]]","{""vision"": [1769, 1714, 1846, 1871], ""language"": [3600, 3600, 0, 0]}",1.0926364660263062,0.1362668126821518,
caltech,clip_vision_lora,19,joint,0.9793472290039062,0.3105906844139099,0.021040935069322586,0.0,"[[0.5771012902259827, 0.27833986282348633, 0.526827871799469, 0.33396854996681213], [0.31687062978744507, 0.3343648910522461, 1.8191550970077515, 1.8308016061782837]]","{""vision"": [1680, 1813, 1842, 1865], ""language"": [3600, 3600, 0, 0]}",0.8831595778465271,0.1195753738284111,
caltech,clip_vision_lora,20,joint,0.9660027623176575,0.3193306624889374,0.02022630348801613,0.0,"[[0.6099183559417725, 0.27095192670822144, 0.5413838028907776, 0.3275569975376129], [0.32124003767967224, 0.3362914025783539, 1.7857906818389893, 1.7928050756454468]]","{""vision"": [1691, 1768, 1975, 1766], ""language"": [3600, 3600, 0, 0]}",0.8898447751998901,0.0970422625541687,
caltech,clip_vision_lora,21,joint,0.9812365770339966,0.32709258794784546,0.0220947265625,0.0,"[[0.6004547476768494, 0.2741415500640869, 0.535485565662384, 0.3188002109527588], [0.3303563594818115, 0.3470742106437683, 1.8191685676574707, 1.8274446725845337]]","{""vision"": [1701, 1854, 1877, 1768], ""language"": [3600, 3600, 0, 0]}",0.5015300512313843,0.06209184601902962,
caltech,clip_vision_lora,22,joint,0.980774462223053,0.33461129665374756,0.01897321455180645,0.0,"[[0.5993767380714417, 0.2656542956829071, 0.5358400940895081, 0.3143725097179413], [0.33002689480781555, 0.3348594307899475, 1.8196970224380493, 1.829541802406311]]","{""vision"": [1744, 1792, 1847, 1817], ""language"": [3600, 3600, 0, 0]}",1.2236309051513672,0.19811759889125824,
caltech,clip_vision_lora,23,joint,0.9642769694328308,0.34210410714149475,0.021873006597161293,0.0,"[[0.6201725006103516, 0.26541316509246826, 0.5282646417617798, 0.3321468234062195], [0.3366355001926422, 0.34214234352111816, 1.7810885906219482, 1.7864869832992554]]","{""vision"": [1850, 1662, 2040, 1648], ""language"": [3600, 3600, 0, 0]}",1.0273969173431396,0.12031871825456619,
caltech,clip_vision_lora,24,joint,0.997913122177124,0.34953582286834717,0.0218505859375,0.0,"[[0.599240243434906, 0.2656233310699463, 0.510779619216919, 0.32429787516593933], [0.32657453417778015, 0.3417440950870514, 1.8608051538467407, 1.8667885065078735]]","{""vision"": [1633, 1897, 1809, 1861], ""language"": [3600, 3600, 0, 0]}",1.1555906534194946,0.16833986341953278,
caltech,clip_vision_lora,25,joint,0.9816204309463501,0.35717904567718506,0.0206647589802742,0.0,"[[0.5946031212806702, 0.2733656167984009, 0.5092808604240417, 0.3164690434932709], [0.32612693309783936, 0.33890363574028015, 1.827104091644287, 1.8333860635757446]]","{""vision"": [1645, 1920, 1800, 1835], ""language"": [3600, 3600, 0, 0]}",1.2761887311935425,0.12122194468975067,
caltech,clip_vision_lora,26,joint,0.9752882719039917,0.3654569089412689,0.01906289905309677,0.0,"[[0.5820299386978149, 0.27383971214294434, 0.5153278708457947, 0.3236618936061859], [0.3316316306591034, 0.34097546339035034, 1.8127228021621704, 1.8202260732650757]]","{""vision"": [1702, 1836, 1956, 1706], ""language"": [3600, 3600, 0, 0]}",1.0721033811569214,0.14619386196136475,
caltech,clip_vision_lora,27,joint,0.9763863682746887,0.3736141324043274,0.021608935669064522,0.0,"[[0.5892027616500854, 0.2732198238372803, 0.5143707990646362, 0.3349212110042572], [0.3295758068561554, 0.344610333442688, 1.8142528533935547, 1.8191190958023071]]","{""vision"": [1796, 1699, 2059, 1646], ""language"": [3600, 3600, 0, 0]}",0.5342031121253967,0.043033454567193985,
caltech,clip_vision_lora,28,joint,0.9780824184417725,0.38161274790763855,0.021424584090709686,0.0,"[[0.5896604061126709, 0.2749072313308716, 0.5062382817268372, 0.3363049030303955], [0.33150559663772583, 0.34386757016181946, 1.8184741735458374, 1.8236008882522583]]","{""vision"": [1654, 1780, 2040, 1726], ""language"": [3600, 3600, 0, 0]}",1.2255514860153198,0.09878509491682053,
caltech,clip_vision_lora,29,joint,0.9808778762817383,0.3896505534648895,0.023865990340709686,0.0,"[[0.6001812815666199, 0.27594003081321716, 0.502679705619812, 0.33681371808052063], [0.33047178387641907, 0.3434043526649475, 1.823548436164856, 1.8281176090240479]]","{""vision"": [1676, 1797, 2054, 1673], ""language"": [3600, 3600, 0, 0]}",1.0783820152282715,0.12582948803901672,
caltech,clip_vision_lora,30,joint,0.9966740608215332,0.39796334505081177,0.02237623557448387,0.0,"[[0.6083809733390808, 0.275158166885376, 0.5099363923072815, 0.3397945463657379], [0.32629597187042236, 0.3423340916633606, 1.8544738292694092, 1.8608611822128296]]","{""vision"": [1697, 1816, 2004, 1683], ""language"": [3600, 3600, 0, 0]}",0.3059628903865814,0.029124567285180092,
caltech,qwen_vision_pooled_lora,1,experts,0.5238769054412842,0.0,0.0,0.0,"[[0.2890609800815582, 0.22933214902877808, 0.23425617814064026, 0.25954610109329224], [0.2646944522857666, 0.31519970297813416, 0.883780837059021, 0.9933297038078308]]","{""vision"": [1321, 2346, 2374, 1159], ""language"": [3600, 3600, 0, 0]}",0.8950352072715759,0.027676276862621307,
caltech,qwen_vision_pooled_lora,2,experts,0.7149161696434021,0.0,0.0012680364307016134,0.0,"[[0.3862987458705902, 0.24167759716510773, 0.25657594203948975, 0.314769983291626], [0.27906352281570435, 0.34392374753952026, 1.3240305185317993, 1.3293148279190063]]","{""vision"": [1317, 2345, 2376, 1162], ""language"": [3600, 3600, 0, 0]}",1.4555468559265137,0.003045557299628854,
caltech,qwen_vision_pooled_lora,3,experts,0.787194013595581,0.0,0.005916673224419355,0.0,"[[0.47921353578567505, 0.2589709460735321, 0.30517181754112244, 0.32238808274269104], [0.28919366002082825, 0.37041759490966797, 1.4539543390274048, 1.4590387344360352]]","{""vision"": [1325, 2340, 2346, 1189], ""language"": [3600, 3600, 0, 0]}",1.5938454866409302,0.020189203321933746,
caltech,qwen_vision_pooled_lora,4,experts,0.8102146983146667,0.0,0.007334183435887098,0.0,"[[0.5116410255432129, 0.2723195254802704, 0.31399405002593994, 0.3223179578781128], [0.2971760928630829, 0.374605268239975, 1.4968370199203491, 1.497999906539917]]","{""vision"": [1304, 2362, 2334, 1200], ""language"": [3600, 3600, 0, 0]}",1.6483571529388428,0.04471796005964279,
caltech,qwen_vision_pooled_lora,5,optics,0.8847587704658508,0.08059242367744446,0.006778639275580645,0.0,"[[0.4897572994232178, 0.28892379999160767, 0.3263171911239624, 0.30906787514686584], [0.3109138011932373, 0.36543402075767517, 1.6620334386825562, 1.6566461324691772]]","{""vision"": [1657, 1830, 1917, 1796], ""language"": [3600, 3600, 0, 0]}",2.1329915523529053,0.13414989411830902,
caltech,qwen_vision_pooled_lora,6,optics,0.9215679168701172,0.1200094148516655,0.008365552872419357,0.0,"[[0.5152002573013306, 0.3080594837665558, 0.3491053581237793, 0.3171938359737396], [0.31828126311302185, 0.3493776321411133, 1.7327953577041626, 1.7278693914413452]]","{""vision"": [1809, 1750, 1900, 1741], ""language"": [3600, 3600, 0, 0]}",1.7563053369522095,0.04485625401139259,
caltech,qwen_vision_pooled_lora,7,optics,0.9260546565055847,0.14396104216575623,0.02066226862370968,0.0,"[[0.48785465955734253, 0.3404962122440338, 0.39862939715385437, 0.3019730746746063], [0.31742778420448303, 0.3767591118812561, 1.7353514432907104, 1.7327529191970825]]","{""vision"": [1722, 1905, 1836, 1737], ""language"": [3600, 3600, 0, 0]}",1.5556057691574097,0.005809807684272528,
caltech,qwen_vision_pooled_lora,8,optics,0.9465585350990295,0.16126073896884918,0.012124820612370968,0.0,"[[0.4383317232131958, 0.2962556481361389, 0.39229390025138855, 0.32516396045684814], [0.3283713757991791, 0.3615264892578125, 1.790246605873108, 1.7845851182937622]]","{""vision"": [1743, 1740, 1893, 1824], ""language"": [3600, 3600, 0, 0]}",1.9519972801208496,0.01826995424926281,
caltech,qwen_vision_pooled_lora,9,optics,0.9398441314697266,0.1724124699831009,0.011945451609790325,0.0,"[[0.44208642840385437, 0.28729715943336487, 0.39438727498054504, 0.34338536858558655], [0.3351570963859558, 0.3558925688266754, 1.773116946220398, 1.769770622253418]]","{""vision"": [2149, 1495, 1813, 1743], ""language"": [3600, 3600, 0, 0]}",1.4483251571655273,0.005997971165925264,
caltech,qwen_vision_pooled_lora,10,optics,0.9501619935035706,0.17863640189170837,0.01496233232319355,0.0,"[[0.4750315845012665, 0.28726726770401, 0.40197864174842834, 0.3569208085536957], [0.3324652314186096, 0.3604777455329895, 1.788962721824646, 1.784500241279602]]","{""vision"": [1936, 1673, 1731, 1860], ""language"": [3600, 3600, 0, 0]}",1.5219305753707886,0.0047065140679478645,
caltech,qwen_vision_pooled_lora,11,optics,0.9544497132301331,0.1826391965150833,0.015221420675516129,0.0,"[[0.48103320598602295, 0.2883349359035492, 0.4134227931499481, 0.3674425482749939], [0.3324532210826874, 0.35699164867401123, 1.796043872833252, 1.7898575067520142]]","{""vision"": [1563, 1957, 1836, 1844], ""language"": [3600, 3600, 0, 0]}",1.6599541902542114,0.010398889891803265,
caltech,qwen_vision_pooled_lora,12,optics,0.956505298614502,0.1851249486207962,0.015540298074483871,0.0,"[[0.47707119584083557, 0.2952093183994293, 0.41032862663269043, 0.364824503660202], [0.3353025019168854, 0.36211419105529785, 1.7999076843261719, 1.7943757772445679]]","{""vision"": [1773, 1771, 1989, 1667], ""language"": [3600, 3600, 0, 0]}",2.366921901702881,0.018171612173318863,
caltech,qwen_vision_pooled_lora,13,joint,0.9494819641113281,0.2061600238084793,0.012588188983500004,0.0,"[[0.44021254777908325, 0.29593202471733093, 0.421440452337265, 0.3579888641834259], [0.3362245261669159, 0.36602792143821716, 1.7915855646133423, 1.7799423933029175]]","{""vision"": [2074, 1528, 1969, 1629], ""language"": [3600, 3600, 0, 0]}",2.4304039478302,0.03008791245520115,
caltech,qwen_vision_pooled_lora,14,joint,0.9464267492294312,0.23317007720470428,0.015104332007467747,0.0,"[[0.4139821529388428, 0.32842087745666504, 0.49509528279304504, 0.37630516290664673], [0.3353506624698639, 0.3776894211769104, 1.7709195613861084, 1.7631100416183472]]","{""vision"": [1897, 1799, 1914, 1590], ""language"": [3600, 3600, 0, 0]}",0.9030045866966248,0.006500616669654846,
caltech,qwen_vision_pooled_lora,15,joint,0.9336813688278198,0.2558401823043823,0.010465661063790321,0.0,"[[0.36656445264816284, 0.32482048869132996, 0.4556977450847626, 0.37030425667762756], [0.34054598212242126, 0.3483002185821533, 1.7528977394104004, 1.7548474073410034]]","{""vision"": [2192, 1403, 1998, 1607], ""language"": [3600, 3600, 0, 0]}",0.9746965169906616,0.004642275627702475,
