epoch,train_total,train_category,train_edit,train_preservation,train_task,train_ccd,train_router_balance,train_router_importance,train_router_hard_load,train_router_semantic_code,train_phase_dc,train_grad_norm,train_samples,train_epoch_seconds,train_language_alpha1,train_language_alpha2,train_vision_alpha1,train_vision_alpha2,test_samples,test_cell_accuracy,test_changed_cell_accuracy,test_foreground_category_accuracy,test_preserved_cell_accuracy,test_edit_grid_iou,test_object_f1,test_scene_exact_match,test_task_accuracy,learning_rate,test_router_accepted,test_language_router_max_share,test_vision_router_max_share,test_language_router_min_share,test_vision_router_min_share
1,5.153727602005005,2.342399089241028,1.6287900787353515,0.32671299488544464,1.256865457868576,0.743489337348938,1.391497675895691,0.021576346492767334,0.6628624791145324,1.398703653717041,0.9985493721008301,5.409176809310913,5000,33.33242776989937,0.59920334815979,0.5991133451461792,0.5993995070457458,0.5993178486824036,1000,0.9567500049471855,0.004,0.7943833429813385,0.9909907584786415,0.012583333333333334,0.7622190864690854,0.001,0.25,5.9999999999999995e-05,False,0.3675000071525574,0.5,0.10249999910593033,0.0
2,3.7040359840393067,1.582497091293335,1.4290158760070801,0.17583802411556243,0.187657464581728,0.74356927318573,1.1312903160095216,0.014544363117218018,0.09008125252723694,1.372636103248596,0.9943198188781738,3.03512420425415,5000,32.05341372638941,0.5977944135665894,0.5976572036743164,0.5975878834724426,0.5974496603012085,,,,,,,,,,0.00011999999999999999,,,,,
3,3.5026124225616453,1.4882109643936157,1.3640597696304322,0.16091803359985352,0.02282406777739525,0.7395273002624512,1.1270426607131958,0.013550639820098877,0.07968125147819519,1.3576585243225097,0.9911429637908935,7.229599734497071,5000,32.244532234966755,0.5972167253494263,0.5970343947410583,0.5954645872116089,0.5951070189476013,,,,,,,,,,0.00017999999999999998,,,,,
4,3.329205546951294,1.4157012830734252,1.2950467514038086,0.14417927412986756,0.0259599753677845,0.7273767097473145,1.113924020576477,0.0119712459564209,0.05893750877380371,1.351589458656311,0.9866510325431824,9.006288188934326,5000,32.022291123867035,0.5959659814834595,0.5956801772117615,0.5929256677627563,0.5920463800430298,,,,,,,,,,0.00023999999999999998,,,,,
5,3.2033941844940186,1.3494642990112304,1.249811342048645,0.1393594760775566,0.030381010872125625,0.729011537361145,1.1101563083648682,0.010911224174499511,0.05433750038146973,1.3509252738952637,0.9785432799339294,9.69425549468994,5000,31.502176456153393,0.593369722366333,0.5930330157279968,0.5896515846252441,0.5882420539855957,1000,0.9262222349047661,0.2035,0.4658666729182005,0.9515521048307419,0.16912103174603152,0.5098878510378516,0.024,0.999,0.0003,True,0.2720000147819519,0.257999986410141,0.23899999260902405,0.24199999868869781
6,3.079456346130371,1.2781646774291993,1.2127661476135254,0.13014426527023315,0.026578156165778636,0.7184493082046509,1.107569592666626,0.00953086051940918,0.04726875305175781,1.34624803276062,0.9677335738182068,9.89874991607666,5000,32.53703702241182,0.5897429585456848,0.5891304016113281,0.5858838558197021,0.5846631526947021,,,,,,,,,,0.0002999179886011389,,,,,
7,2.942877935409546,1.2014180917739867,1.164753611278534,0.12325059316158295,0.023695295202732086,0.7018793176651001,1.1087045886993407,0.009853145599365235,0.05035625286102295,1.3481059158325195,0.9527294024467469,7.936143742370605,5000,32.222012273967266,0.5854306221008301,0.5841936469078064,0.5820257663726807,0.5812572240829468,,,,,,,,,,0.00029967204408281613,,,,,
8,2.7867665546417237,1.1090541242599488,1.1175096782684326,0.11543813428878784,0.014954076850414276,0.6977109807968139,1.1064727897644042,0.009826836776733398,0.04705000410079956,1.3409823921203614,0.9362174297332764,7.169655798339844,5000,32.025027215480804,0.5810614824295044,0.5790910720825195,0.5783212780952454,0.5784037113189697,,,,,,,,,,0.0002992624353817517,,,,,
9,2.651813148498535,1.0385771614074708,1.0677843395233155,0.1072876965045929,0.016464099717140197,0.6908008209228516,1.1060939727783203,0.008481144905090332,0.04555625095367432,1.3391343368530273,0.9227826308250427,7.360665785217285,5000,32.23772232234478,0.5768976807594299,0.5746079087257385,0.5744843482971191,0.5759824514389038,,,,,,,,,,0.00029868961039904624,,,,,
10,2.477853819656372,0.9594127788543702,0.9940144750595092,0.09617359362840652,0.013107906164228916,0.6774488377571106,1.1060865131378175,0.008384504985809326,0.04635000400543213,1.3322753608703612,0.9092259117126464,7.2009036773681645,5000,31.96199309080839,0.5721713900566101,0.5697834491729736,0.571039617061615,0.573739767074585,1000,0.925722233593464,0.4445,0.4337000065147877,0.9435529437065124,0.242356132756133,0.47005796148296203,0.042,1.0,0.00029795419551040833,True,0.2919999957084656,0.26600000262260437,0.22200000286102295,0.23600000143051147
11,2.3121096969604493,0.8875735476493836,0.9184858350753784,0.08439332549571991,0.01244737841784954,0.675013285446167,1.1089781032562256,0.009179706954956054,0.05195625286102295,1.3251309276580812,0.8974187262535095,8.82986382446289,5000,32.124671153724194,0.5671373605728149,0.5645171403884888,0.5678238868713379,0.5719062685966492,,,,,,,,,,0.0002970569948812214,,,,,
12,2.099898408126831,0.8104186038017273,0.815944582939148,0.07110160446166992,0.014283736726641655,0.6677121253967285,1.106250841331482,0.007535373783111572,0.04361875457763672,1.3215258544921875,0.8856352509498596,8.571412725830077,5000,31.33920879662037,0.5624708533287048,0.5598893165588379,0.5645992159843445,0.5699251890182495,,,,,,,,,,0.0002959989895872009,,,,,
13,1.8924503562927246,0.7231045640945435,0.7201481189727783,0.05863430436849594,0.013222245652973651,0.662771000289917,1.1062884889602662,0.008560722923278809,0.04758125114440918,1.3176234268188476,0.8757294751167297,9.563607125854492,5000,31.672914400696754,0.5581428408622742,0.5553775429725647,0.5614099502563477,0.5677852630615234,,,,,,,,,,0.0002947813365416023,,,,,
